,task,descrip,vh_actions
141,Browse internet,I sat on the chair in front of computer.I switch on the computer.Type the topic in the search bar using keyboard and grab mouse to click.look at the computer to select the first search result.,[FIND] <chair> (1.17) [SIT] <chair> (1.17) [FIND] <computer> (1.98) [SWITCHON] <computer> (1.98) [FIND] <keyboard> (1.93) [TYPE] <keyboard> (1.93) [FIND] <mouse> (1.94) [GRAB] <mouse> (1.94) [TURNTO] <computer> (1.98) [LOOKAT] <computer> (1.98) 
142,Browse internet,Find the computer. Switch on. Point to browser.  Open browser.,[FIND] <computer> (1.98) [SWITCHON] <computer> (1.98) 
143,Browse internet,Find Computer and in the chair in from of him. Switch on the computer. Look at it and browse typing addresses with the keyboard.,[FIND] <computer> (1.1000) [FIND] <chair> (1.124) [SIT] <chair> (1.124) [SWITCHON] <computer> (1.1000) [TURNTO] <chair> (1.124) [LOOKAT] <chair> (1.124) [FIND] <keyboard> (1.1001) [TYPE] <keyboard> (1.1001) 
144,Browse internet,Walk to the Home office. Sit on the chair. Switch on the computer. Type with keyboard for internet.,[WALK] <home_office> (1.1) [WALK] <chair> (1.17) [FIND] <chair> (1.17) [SIT] <chair> (1.17) [FIND] <computer> (1.98) [SWITCHON] <computer> (1.98) [FIND] <keyboard> (1.93) [TYPE] <keyboard> (1.93) 
145,Browse internet,"Go to home office, turn on the computer, open the internet and browse around the internet.",[WALK] <home_office> (1.1) [WALK] <computer> (1.98) [SWITCHON] <computer> (1.98) [TURNTO] <computer> (1.98) [LOOKAT] <computer> (1.98) 
146,Browse internet,I go to my home office. I sit on the chair right in front of my computer. I turn on the computer. Use the mouse to open the web browser. Use the keyboard to type the URL that I want to visit.,[WALK] <home_office> (1.1) [WALK] <chair> (1.17) [FIND] <chair> (1.17) [SIT] <chair> (1.17) [FIND] <computer> (1.98) [SWITCHON] <computer> (1.98) [TURNTO] <computer> (1.98) [LOOKAT] <computer> (1.98) [FIND] <mouse> (1.94) [TOUCH] <mouse> (1.94) [FIND] <keyboard> (1.93) [TYPE] <keyboard> (1.93) [TURNTO] <computer> (1.98) [LOOKAT] <computer> (1.98) 
147,Browse internet,OPEN THE BROWSER ON YOUR COMPUTER,[FIND] <filing_cabinet> (1.1000) [FIND] <computer> (1.98) [TURNTO] <computer> (1.98) [LOOKAT] <computer> (1.98) 
148,Browse internet,turn on the computer and browse the internet,[WALK] <home_office> (1.1) [WALK] <computer> (1.98) [FIND] <computer> (1.98) [SWITCHON] <computer> (1.98) 
149,Browse internet,I walk to the home office. I sit on the chair. I switch on the computer. I look at my monitor. I open the browsing application by click the application using mouse. I type the book that I need to searching for (using keyboard). I found the book that I need. I read the book. I switch on the printer. I print the information that I get. I read carefully the book information that I got. I switch off the printer. I switch of the computer.,[WALK] <home_office> (1.1) [WALK] <chair> (1.17) [FIND] <chair> (1.17) [SIT] <chair> (1.17) [FIND] <computer> (1.98) [SWITCHON] <computer> (1.98) [FIND] <fax_machine> (1.1000) [SWITCHON] <fax_machine> (1.1000) [TURNTO] <computer> (1.98) [LOOKAT] <computer> (1.98) [FIND] <keyboard> (1.93) [TYPE] <keyboard> (1.93) [TURNTO] <computer> (1.98) [LOOKAT] <computer> (1.98) [FIND] <novel> (1.1001) [GRAB] <novel> (1.1001) [READ] <novel> (1.1001) [SWITCHOFF] <fax_machine> (1.1000) [SWITCHOFF] <computer> (1.98) 
150,Browse internet,"i'm walkin to the home office, i'm walking to the desk, i'm sitting on the chair, i'm turning on the computer and i'm browsing the internet.",[WALK] <home_office> (1.1) [WALK] <desk> (1.18) [FIND] <chair> (1.17) [SIT] <chair> (1.17) [FIND] <computer> (1.98) [SWITCHON] <computer> (1.98) [TURNTO] <computer> (1.98) [LOOKAT] <computer> (1.98) 
151,Browse internet,Browsing the internet contains checking the internet on the computer and opening web browser,[FIND] <computer> (1.98) [TURNTO] <computer> (1.98) [LOOKAT] <computer> (1.98) 
152,Browse internet,first ill go to the entrance hall ill enter into my home office after that i will switch on mylaptop and then with the use of mouse and keyboard i will browse,[WALK] <home_office> (1.1) [WALK] <home_office> (1.1) [WALK] <keyboard> (1.93) [FIND] <keyboard> (1.93) [GRAB] <keyboard> (1.93) [FIND] <laptop> (1.1000) [SWITCHON] <laptop> (1.1000) [FIND] <mouse> (1.94) [TOUCH] <mouse> (1.94) [TYPE] <keyboard> (1.93) [TURNTO] <laptop> (1.1000) [WATCH] <laptop> (1.1000) 
153,Browse internet,"I sit on the chair and open my notebook in my bedroom, then i start my computer and open the browser tool in Windows (Chrome). I open a search engine and then type keyword i am looking for. Click o one page and close it...then another one and close it...reading content and making some favorites on bookmarks.",[FIND] <chair> (1.124) [SIT] <chair> (1.124) [FIND] <check> (1.1000) [FIND] <keyboard> (1.1001) [TYPE] <keyboard> (1.1001) [FIND] <bookmark> (1.1002) [GRAB] <bookmark> (1.1002) [TYPE] <keyboard> (1.1001) [GRAB] <bookmark> (1.1002) 
154,Browse internet,walk to living room. look at computer. switch on computer. sit in chair. watch computer. switch off computer.,[WALK] <home_office> (1.1) [WALK] <computer> (1.98) [FIND] <computer> (1.98) [TURNTO] <computer> (1.98) [LOOKAT] <computer> (1.98) [SWITCHON] <computer> (1.98) [FIND] <chair> (1.17) [SIT] <chair> (1.17) [WATCH] <computer> (1.98) [SWITCHOFF] <computer> (1.98) 
155,Browse internet,I walk into my home office and walk up to my desk. I pull out the chair and sit down. I turn on the computer. After the computer is turned on I click on the google icon. I enter Disney Cruise Line into the search bar and browse the internet.,[WALK] <home_office> (1.1) [WALK] <desk> (1.18) [FIND] <chair> (1.17) [PULL] <chair> (1.17) [SIT] <chair> (1.17) [FIND] <computer> (1.98) [TURNTO] <computer> (1.98) [SWITCHON] <computer> (1.98) [FIND] <keyboard> (1.93) [TURNTO] <keyboard> (1.93) [LOOKAT] <keyboard> (1.93) [TYPE] <keyboard> (1.93) 
156,Browse internet,"Sit down at desk in home office, turn on computer, open browser on computer, browse internet",[WALK] <home_office> (1.1) [WALK] <chair> (1.17) [FIND] <chair> (1.17) [SIT] <chair> (1.17) [FIND] <computer> (1.98) [SWITCHON] <computer> (1.98) [TURNTO] <computer> (1.98) [LOOKAT] <computer> (1.98) [FIND] <keyboard> (1.93) [TYPE] <keyboard> (1.93) 
157,Browse internet,I go to the home office. I put the laptop on the desk. I sit on the chair. I switch on my laptop and I type on the keyboard and browse the internet.,[WALK] <home_office> (1.1) [WALK] <laptop> (1.1000) [FIND] <laptop> (1.1000) [GRAB] <laptop> (1.1000) [FIND] <desk> (1.18) [OPEN] <desk> (1.18) [PUTBACK] <laptop> (1.1000) <desk> (1.18) [FIND] <chair> (1.17) [SIT] <chair> (1.17) [SWITCHON] <laptop> (1.1000) [TURNTO] <laptop> (1.1000) [LOOKAT] <laptop> (1.1000) [FIND] <keyboard> (1.93) [TYPE] <keyboard> (1.93) [TURNTO] <laptop> (1.1000) [LOOKAT] <laptop> (1.1000) 
158,Browse internet,Browse the internet,[WALK] <home_office> (1.1) [WALK] <chair> (1.17) [FIND] <chair> (1.17) [SIT] <chair> (1.17) [FIND] <computer> (1.98) [SWITCHON] <computer> (1.98) [TURNTO] <chair> (1.17) [LOOKAT] <chair> (1.17) 
159,Browse internet,"open browser, type what you want search, click on link you want.",[FIND] <computer> (1.321) [TURNTO] <computer> (1.321) [SWITCHON] <computer> (1.321) [FIND] <mouse> (1.318) [TURNTO] <mouse> (1.318) [POINTAT] <mouse> (1.318) [FIND] <keyboard> (1.322) [TYPE] <keyboard> (1.322) [TURNTO] <mouse> (1.318) [POINTAT] <mouse> (1.318) 
160,Browse internet,I walk to the home office and find the computer. I switch on the computer and open the browser. I type in Google and press search.,[FIND] <computer> (1.321) [SWITCHON] <computer> (1.321) [TURNTO] <computer> (1.321) [LOOKAT] <computer> (1.321) 
161,Browse internet,"walk into Living room, look for computer, walk to computer, turn on computer, grab mouse, click mouse",[WALK] <home_office> (1.246) [WALK] <computer> (1.321) [FIND] <computer> (1.321) [TURNTO] <computer> (1.321) [LOOKAT] <computer> (1.321) [WALK] <computer> (1.321) [TURNTO] <computer> (1.321) [FIND] <mouse> (1.318) [GRAB] <mouse> (1.318) 
162,Browse internet,"go to the office, turn computer on, open an browser or any application to open any website.",[WALK] <home_office> (1.246) [WALK] <computer> (1.321) [FIND] <computer> (1.321) [SWITCHON] <computer> (1.321) [FIND] <computer> (1.321) 
163,Browse internet,Go to the office an open the computer at the desk,[FIND] <chair> (1.283) [SIT] <chair> (1.283) [FIND] <keyboard> (1.322) [GRAB] <keyboard> (1.322) [FIND] <computer> (1.321) [SWITCHON] <computer> (1.321) 
164,Browse internet,first i will walk into my home office and i needed to know the today's gold prices so wih the help of keyboard and mouse i will browse and find it,[WALK] <home_office> (1.246) [WALK] <chair> (1.283) [FIND] <chair> (1.283) [SIT] <chair> (1.283) [FIND] <keyboard> (1.322) [GRAB] <keyboard> (1.322) [FIND] <mouse> (1.318) [GRAB] <mouse> (1.318) [FIND] <computer> (1.321) [SWITCHON] <computer> (1.321) [TYPE] <keyboard> (1.322) 
165,Browse internet,"switch on the computer,  grab a chair and sit in front of the computer. type with keyboard and browse the internet.",[WALK] <home_office> (1.246) [WALK] <computer> (1.321) [FIND] <computer> (1.321) [FIND] <chair> (1.283) [SIT] <chair> (1.283) [SWITCHON] <computer> (1.321) [TURNTO] <computer> (1.321) [LOOKAT] <computer> (1.321) [FIND] <keyboard> (1.322) [TYPE] <keyboard> (1.322) 
166,Browse internet,"Sit in the desk, switch on the computer and click in the browser application",[WALK] <home_office> (1.246) [WALK] <chair> (1.283) [FIND] <chair> (1.283) [SIT] <chair> (1.283) [FIND] <computer> (1.321) [SWITCHON] <computer> (1.321) [FIND] <computer> (1.321) [TURNTO] <computer> (1.321) [LOOKAT] <computer> (1.321) 
167,Browse internet,"go to the room, sit in the chair, turn on the computer, look for the news",[WALK] <bedroom> (1.64) [WALK] <chair> (1.96) [FIND] <chair> (1.96) [SIT] <chair> (1.96) [FIND] <computer> (1.1000) [SWITCHON] <computer> (1.1000) [FIND] <newspaper> (1.1001) 
168,Browse internet,"I walk in the living room, find the computer and sit down on a chair. I turn on the computer. I grab the computer mouse.",[WALK] <home_office> (1.246) [WALK] <chair> (1.283) [FIND] <chair> (1.283) [SIT] <chair> (1.283) [FIND] <computer> (1.321) [SWITCHON] <computer> (1.321) [FIND] <mouse> (1.318) [GRAB] <mouse> (1.318) 
169,Browse internet,Walk to the Home Office.  Find the computer.  Turn on the computer.,[WALK] <home_office> (1.246) [WALK] <computer> (1.321) [FIND] <computer> (1.321) [SWITCHON] <computer> (1.321) 
170,Browse internet,The task is browse and surf on the internet regarding a particular topic,[WALK] <bedroom> (1.64) [WALK] <laptop> (1.1000) [FIND] <laptop> (1.1000) [SWITCHON] <laptop> (1.1000) [TURNTO] <laptop> (1.1000) [LOOKAT] <laptop> (1.1000) [WATCH] <laptop> (1.1000) 
171,Browse internet,I go to my desk. I turn on the computer. I open a web page and look at it.,[WALK] <home_office> (1.246) [WALK] <computer> (1.321) [FIND] <computer> (1.321) [SWITCHON] <computer> (1.321) [TURNTO] <computer> (1.321) [LOOKAT] <computer> (1.321) 
172,Browse internet,Walk into the home office. Walk up to the chair. Sit down in the chair. Type with the keyboard.,[WALK] <home_office> (1.246) [WALK] <computer> (1.321) [FIND] <chair> (1.283) [SIT] <chair> (1.283) [FIND] <keyboard> (1.322) [TYPE] <keyboard> (1.322) 
173,Browse internet,"I walk to my office. I take a seat in front of my desk. I move my mouse around and turn on my computer. Once my computer is on, I type in my password. Once I'm on my desktop, I locate Google Chrome browser. I double-tap on that icon to enter the browser. I type in a web address to navigate to that location. I navigate to another web address when I am bored of the one I'm currently at.",[WALK] <home_office> (1.246) [WALK] <desk> (1.282) [FIND] <desk> (1.282) [FIND] <chair> (1.283) [SIT] <chair> (1.283) [FIND] <mouse> (1.318) [GRAB] <mouse> (1.318) [FIND] <computer> (1.321) [TURNTO] <computer> (1.321) [LOOKAT] <computer> (1.321) [SWITCHON] <computer> (1.321) [FIND] <keyboard> (1.322) [TYPE] <keyboard> (1.322) [GRAB] <mouse> (1.318) [TYPE] <keyboard> (1.322) 
174,Browse internet,Go to office. Turn on computer. Pull out chair. Sit in chair. Use keyboard and mouse.,[WALK] <home_office> (1.246) [WALK] <computer> (1.321) [FIND] <computer> (1.321) [SWITCHON] <computer> (1.321) [FIND] <chair> (1.283) [PULL] <chair> (1.283) [SIT] <chair> (1.283) [TURNTO] <computer> (1.321) [LOOKAT] <computer> (1.321) [FIND] <keyboard> (1.322) [TYPE] <keyboard> (1.322) [FIND] <mouse> (1.318) [GRAB] <mouse> (1.318) 
175,Browse internet,I turn on computer. I use keyboard to type. I open browser. I search.,[WALK] <bedroom> (1.64) [WALK] <computer> (1.1000) [FIND] <keyboard> (1.1001) [TYPE] <keyboard> (1.1001) [TURNTO] <computer> (1.1000) [LOOKAT] <computer> (1.1000) 
176,Browse internet,OPEN THE BROWSER ON YOUR COMPUTER,[FIND] <filing_cabinet> (1.305) [FIND] <computer> (1.321) [TURNTO] <computer> (1.321) [LOOKAT] <computer> (1.321) 
177,Browse internet,turn on the computer and browse the internet,[WALK] <home_office> (1.246) [WALK] <computer> (1.321) [FIND] <computer> (1.321) [SWITCHON] <computer> (1.321) 
178,Browse internet,I walk to the home office. I sit on the chair. I switch on the computer. I look at my monitor. I open the browsing application by click the application using mouse. I type the book that I need to searching for (using keyboard). I found the book that I need. I read the book. I switch on the printer. I print the information that I get. I read carefully the book information that I got. I switch off the printer. I switch of the computer.,[WALK] <home_office> (1.246) [WALK] <chair> (1.283) [FIND] <chair> (1.283) [SIT] <chair> (1.283) [FIND] <computer> (1.321) [SWITCHON] <computer> (1.321) [FIND] <fax_machine> (1.1000) [SWITCHON] <fax_machine> (1.1000) [TURNTO] <computer> (1.321) [LOOKAT] <computer> (1.321) [FIND] <keyboard> (1.322) [TYPE] <keyboard> (1.322) [TURNTO] <computer> (1.321) [LOOKAT] <computer> (1.321) [FIND] <novel> (1.1001) [GRAB] <novel> (1.1001) [READ] <novel> (1.1001) [SWITCHOFF] <fax_machine> (1.1000) [SWITCHOFF] <computer> (1.321) 
179,Browse internet,"I sit on the chair and open my notebook in my bedroom, then i start my computer and open the browser tool in Windows (Chrome). I open a search engine and then type keyword i am looking for. Click o one page and close it...then another one and close it...reading content and making some favorites on bookmarks.",[FIND] <chair> (1.96) [SIT] <chair> (1.96) [FIND] <check> (1.1000) [FIND] <keyboard> (1.1001) [TYPE] <keyboard> (1.1001) [FIND] <bookmark> (1.1002) [GRAB] <bookmark> (1.1002) [TYPE] <keyboard> (1.1001) [GRAB] <bookmark> (1.1002) 
180,Browse internet,I walk into my home office and walk up to my desk. I pull out the chair and sit down. I turn on the computer. After the computer is turned on I click on the google icon. I enter Disney Cruise Line into the search bar and browse the internet.,[WALK] <home_office> (1.246) [WALK] <desk> (1.282) [FIND] <chair> (1.283) [PULL] <chair> (1.283) [SIT] <chair> (1.283) [FIND] <computer> (1.321) [TURNTO] <computer> (1.321) [SWITCHON] <computer> (1.321) [FIND] <keyboard> (1.322) [TURNTO] <keyboard> (1.322) [LOOKAT] <keyboard> (1.322) [TYPE] <keyboard> (1.322) 
181,Browse internet,"Sit down at desk in home office, turn on computer, open browser on computer, browse internet",[WALK] <home_office> (1.246) [WALK] <chair> (1.283) [FIND] <chair> (1.283) [SIT] <chair> (1.283) [FIND] <computer> (1.321) [SWITCHON] <computer> (1.321) [TURNTO] <computer> (1.321) [LOOKAT] <computer> (1.321) [FIND] <keyboard> (1.322) [TYPE] <keyboard> (1.322) 
182,Browse internet,"I walk into the office, I find the computer. I turn on the computer. I find the chair. I sit down on the chair. I find the keyboard and mouse. I place my hands on the keyboard and mouse. I type on the keyboard to browse the internet.",[WALK] <home_office> (1.246) [WALK] <computer> (1.321) [FIND] <computer> (1.321) [SWITCHON] <computer> (1.321) [FIND] <chair> (1.283) [SIT] <chair> (1.283) [FIND] <keyboard> (1.322) [FIND] <mouse> (1.318) [TOUCH] <keyboard> (1.322) [TOUCH] <mouse> (1.318) [TURNTO] <computer> (1.321) [LOOKAT] <computer> (1.321) [TYPE] <keyboard> (1.322) 
183,Browse internet,Browsing the internet for information.,[WALK] <home_office> (1.246) [WALK] <desk> (1.282) [FIND] <computer> (1.321) [SWITCHON] <computer> (1.321) [FIND] <chair> (1.283) [SIT] <chair> (1.283) [FIND] <mouse> (1.318) [TOUCH] <mouse> (1.318) [TURNTO] <computer> (1.321) [LOOKAT] <computer> (1.321) 
184,Browse internet,"walk to home office, look at the computer, switch on the computer, sit in the chair, type using keyboard for browsing the details in internet",[WALK] <home_office> (1.246) [WALK] <computer> (1.321) [FIND] <computer> (1.321) [TURNTO] <computer> (1.321) [LOOKAT] <computer> (1.321) [SWITCHON] <computer> (1.321) [FIND] <chair> (1.283) [SIT] <chair> (1.283) [FIND] <keyboard> (1.322) [TYPE] <keyboard> (1.322) 
185,Browse internet,I sit in the chair and switch computer on. I use the mouse and look at the computer. I then switch the computer off.,[WALK] <home_office> (1.246) [WALK] <chair> (1.283) [FIND] <chair> (1.283) [SIT] <chair> (1.283) [FIND] <computer> (1.321) [SWITCHON] <computer> (1.321) [FIND] <mouse> (1.318) [GRAB] <mouse> (1.318) [TURNTO] <computer> (1.321) [LOOKAT] <computer> (1.321) [SWITCHOFF] <computer> (1.321) 
186,Browse internet,Sit at computer and surf the web,[FIND] <chair> (1.283) [SIT] <chair> (1.283) [FIND] <mouse> (1.318) [GRAB] <mouse> (1.318) [FIND] <computer> (1.321) [SWITCHON] <computer> (1.321) [TURNTO] <computer> (1.321) [LOOKAT] <computer> (1.321) 
187,Browse internet,Browse the internet,[WALK] <home_office> (1.246) [WALK] <chair> (1.283) [FIND] <chair> (1.283) [SIT] <chair> (1.283) [FIND] <computer> (1.321) [SWITCHON] <computer> (1.321) [TURNTO] <chair> (1.283) [LOOKAT] <chair> (1.283) 
188,Browse internet,"open browser, type what you want search, click on link you want.",[FIND] <computer> (1.264) [TURNTO] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <mouse> (1.268) [TURNTO] <mouse> (1.268) [POINTAT] <mouse> (1.268) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) [TURNTO] <mouse> (1.268) [POINTAT] <mouse> (1.268) 
189,Browse internet,"I use the computer within my home office to look through the internet. To do this, I use my mouse and keyboard as well as sit in a comfortable chair.",[FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) [TYPE] <keyboard> (1.266) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) 
190,Browse internet,"I go in my office, sit at my desk turn on the computer, then type on my keyboard and open my web browser.",[WALK] <home_office> (1.179) [WALK] <desk> (1.226) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) 
191,Browse internet,Browsing the world wide web for entertainment,[WALK] <home_office> (1.179) [WALK] <chair> (1.227) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <mouse> (1.268) [TOUCH] <mouse> (1.268) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) 
192,Browse internet,I walk to the home office and find the computer. I switch on the computer and open the browser. I type in Google and press search.,[FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) 
193,Browse internet,"walk into Living room, look for computer, walk to computer, turn on computer, grab mouse, click mouse",[WALK] <home_office> (1.179) [WALK] <computer> (1.264) [FIND] <computer> (1.264) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) [WALK] <computer> (1.264) [TURNTO] <computer> (1.264) [FIND] <mouse> (1.268) [GRAB] <mouse> (1.268) 
194,Browse internet,"I go to the living room, where my computer is. I locate it, switch it on and type desired URL adress in the web browser.",[WALK] <home_office> (1.179) [WALK] <computer> (1.264) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) 
195,Browse internet,I sit at my computer desk and open the browser.,[WALK] <home_office> (1.179) [WALK] <desk> (1.226) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) 
196,Browse internet,"go to the office, turn computer on, open an browser or any application to open any website.",[WALK] <home_office> (1.179) [WALK] <computer> (1.264) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <computer> (1.264) 
197,Browse internet,Go to the office an open the computer at the desk,[FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <keyboard> (1.266) [GRAB] <keyboard> (1.266) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) 
198,Browse internet,"Switch on computer, find mouse and keyboard and browse mails.",[FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <mouse> (1.268) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) [GRAB] <mouse> (1.268) [FIND] <mail> (1.1000) [GRAB] <mail> (1.1000) [READ] <mail> (1.1000) 
199,Browse internet,Navigate to different websites in order to find relevant information,[STANDUP] [WALK] <home_office> (1.179) [WALK] <chair> (1.227) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) 
200,Browse internet,first i will walk into my home office and i needed to know the today's gold prices so wih the help of keyboard and mouse i will browse and find it,[WALK] <home_office> (1.179) [WALK] <chair> (1.227) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <keyboard> (1.266) [GRAB] <keyboard> (1.266) [FIND] <mouse> (1.268) [GRAB] <mouse> (1.268) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [TYPE] <keyboard> (1.266) 
201,Browse internet,"switch on the computer,  grab a chair and sit in front of the computer. type with keyboard and browse the internet.",[WALK] <home_office> (1.179) [WALK] <computer> (1.264) [FIND] <computer> (1.264) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [SWITCHON] <computer> (1.264) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) 
202,Browse internet,"stand up, walk to living room, find computer, walk to computer, switch on computer, find mouse, grab mouse, look at button to scroll",[STANDUP] [WALK] <home_office> (1.179) [WALK] <computer> (1.264) [FIND] <computer> (1.264) [WALK] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <mouse> (1.268) [GRAB] <mouse> (1.268) [FIND] <button> (1.1000) [TURNTO] <button> (1.1000) [LOOKAT] <button> (1.1000) 
203,Browse internet,"Turn on computer, pull up browser, browse the internet",[WALK] <home_office> (1.179) [WALK] <computer> (1.264) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) 
204,Browse internet,"Sit in the desk, switch on the computer and click in the browser application",[WALK] <home_office> (1.179) [WALK] <chair> (1.227) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <computer> (1.264) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) 
205,Browse internet,"go to the room, sit in the chair, turn on the computer, look for the news",[WALK] <bedroom> (1.276) [WALK] <chair> (1.301) [FIND] <chair> (1.301) [SIT] <chair> (1.301) [FIND] <computer> (1.320) [SWITCHON] <computer> (1.320) [FIND] <newspaper> (1.1000) 
206,Browse internet,"I walk in the living room, find the computer and sit down on a chair. I turn on the computer. I grab the computer mouse.",[WALK] <home_office> (1.179) [WALK] <chair> (1.227) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <mouse> (1.268) [GRAB] <mouse> (1.268) 
207,Browse internet,Walk to the Home Office.  Find the computer.  Turn on the computer.,[WALK] <home_office> (1.179) [WALK] <computer> (1.264) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) 
208,Browse internet,The task is browse and surf on the internet regarding a particular topic,[WALK] <bedroom> (1.276) [WALK] <laptop> (1.1000) [FIND] <laptop> (1.1000) [SWITCHON] <laptop> (1.1000) [TURNTO] <laptop> (1.1000) [LOOKAT] <laptop> (1.1000) [WATCH] <laptop> (1.1000) 
209,Browse internet,"Walk to home office, walk to desk, sit in chair, turn on laptop, grab mouse, open a web page to look at it, move mouse, keep looking at laptop screen.",[WALK] <home_office> (1.179) [WALK] <desk> (1.226) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <laptop> (1.1000) [SWITCHON] <laptop> (1.1000) [FIND] <mouse> (1.268) [GRAB] <mouse> (1.268) [TURNTO] <laptop> (1.1000) [LOOKAT] <laptop> (1.1000) [TOUCH] <mouse> (1.268) [TURNTO] <laptop> (1.1000) [LOOKAT] <laptop> (1.1000) 
210,Browse internet,I go to the office and go to the computer. I turn the computer on and use the internet.,[WALK] <home_office> (1.179) [WALK] <desk> (1.226) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) 
211,Browse internet,I sat on the chair in front of computer.I switch on the computer.Type the topic in the search bar using keyboard and grab mouse to click.look at the computer to select the first search result.,[FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) [FIND] <mouse> (1.268) [GRAB] <mouse> (1.268) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) 
212,Browse internet,For browsing internet walk to home office. Find Computer. Walk to Computer. Find Chair. Sit in a chair and switch on computer. Connect with internet and browse the net.,[WALK] <home_office> (1.179) [WALK] <computer> (1.264) [FIND] <computer> (1.264) [WALK] <computer> (1.264) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [SWITCHON] <computer> (1.264) 
213,Browse internet,I go to my desk. I turn on the computer. I open a web page and look at it.,[WALK] <home_office> (1.179) [WALK] <computer> (1.264) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) 
214,Browse internet,Walk into the home office. Walk up to the chair. Sit down in the chair. Type with the keyboard.,[WALK] <home_office> (1.179) [WALK] <computer> (1.264) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <keyboard> (1.266) [TYPE] <keyboard> (1.266) 
215,Browse internet,"I will walk to the computer at the desk in my home office, sit in the chair, turn on the computer, open a web browser, type in the address, and view the computer.",[WALK] <home_office> (1.179) [WALK] <desk> (1.226) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) [FIND] <mouse> (1.268) [GRAB] <mouse> (1.268) [TOUCH] <mouse> (1.268) [FIND] <keyboard> (1.266) [GRAB] <keyboard> (1.266) [TYPE] <keyboard> (1.266) [TURNTO] <computer> (1.264) [LOOKAT] <computer> (1.264) 
216,Browse internet,Walk to home office. Find computer. Sit in chair in front of computer desk. Turn on computer. Open internet browser. Browse the internet,[WALK] <home_office> (1.179) [WALK] <computer> (1.264) [FIND] <computer> (1.264) [WALK] <desk> (1.226) [FIND] <chair> (1.227) [SIT] <chair> (1.227) [SWITCHON] <computer> (1.264) 
217,Browse internet,Find the computer. Switch on. Point to browser.  Open browser.,[FIND] <computer> (1.264) [SWITCHON] <computer> (1.264) 
